hour,day_of_week,temperature,solar_output,current_load,next_hour_load
19,0,32.374131720465975,4.884865813627596,7.553044632648891,6.990486154713245
2,0,22.709864799128653,3.74977550552039,3.950400495238501,3.5817751734035825
4,3,36.92146457565429,1.4229036952382446,15.701723766193235,15.125873492072792
18,4,34.543056649699,2.099777120738928,11.89874694649783,11.124979840492792
6,2,15.385379151913481,1.9215881772918586,11.261442811965438,11.223916882829611
20,3,35.42151201352556,4.260475090235227,13.75718912658882,12.786840996138249
8,3,22.5131689309624,3.856853894361119,11.766289405762514,10.914239998139768
6,4,18.741836614590028,2.9448771738076007,9.679951376002354,10.40977902318236
17,3,20.658270993426864,1.374795551984516,10.98683481734822,11.91257387592768
3,0,26.714495109378475,4.689942638610281,3.1223080755214108,3.4121932788938034
13,0,25.621698176700278,3.266576123845733,6.266508894068397,6.492732926802486
17,5,22.22218248435567,4.852383232208912,7.3452767859032795,7.743415034158028
8,1,19.30545805517582,2.900585165210154,8.816473643263251,9.4085611321445
20,3,34.055769741054235,4.10596379181807,12.561377283135085,12.960633271780559
1,1,39.752744593372924,4.065526896972634,15.232937171160145,14.715757947072628
19,2,34.44478951049226,1.6866438841679603,11.197533666943755,10.428010036255712
14,6,22.39842419178853,4.820103614786141,5.434728665754342,5.149159007985054
6,0,21.120224035303334,0.10970733798781995,8.482749259196897,9.060278667672028
11,5,20.441646901648454,3.843554543837071,7.839558626357631,8.147021785560932
7,2,18.417376862225908,4.827785428820219,10.996442737448254,10.899224866420795
14,5,28.783263742307533,1.694541016418614,8.680653749581593,7.86363943332008
2,6,30.135009298833605,3.2405529389548597,4.978319334907383,4.745537474290214
13,6,32.63756651657843,2.811116249221053,10.642631256713392,11.12984557969811
16,4,32.0053342733417,3.8075365483826182,10.69002313141051,10.716507097350512
3,0,22.308332782084562,4.330889608225262,4.1147086066975875,4.06165560673651
17,2,23.257775134921165,3.01522284649774,10.521293070431843,10.12922634454123
7,4,32.03786338605845,4.0795229319072845,10.164942894918369,10.382334085211275
3,6,23.736191019590706,1.561427879446276,4.344110659191772,4.749316603968656
1,2,20.315579740482825,1.1429352935240844,9.22785611859054,9.968158371813384
5,5,24.35840384241849,2.153338447664201,5.36322283985752,4.859614003492204
21,4,21.80210393944944,3.388682997903916,6.764523349072925,6.738755686703952
9,4,17.207818030464445,0.9362347446936181,12.243071207873395,11.825507302445425
3,0,35.753472556916336,3.401760960759457,10.74934267262771,10.772141302511317
21,1,36.327784728925906,1.9704682428603366,12.569134525295263,12.836137356580378
17,5,20.493757504171988,3.97787636946316,6.8054827424686275,6.397191981175094
11,5,16.619304988130043,0.18417908551651652,11.78728947165713,12.451074340005327
1,4,33.47068593377949,3.3399131891469724,9.434639787890713,9.387594994560985
9,4,20.288215646585343,3.2491116832498386,11.10911483373931,12.202265186291244
3,0,24.835887235921504,4.704677380626572,3.0,2.715076431446137
13,1,16.603381305934583,3.5668377678203522,11.812869937317046,11.079808534166457
15,5,20.656739618960877,3.981509482116406,7.674225547622635,7.965277919632873
14,6,34.822556958240895,4.5229550792658415,10.5039010374866,10.913930785891838
7,3,35.10991117288005,3.3752595914599395,16.712734483673255,16.987452478146245
13,3,20.17712062219276,1.4507681747998729,12.76174392529952,13.966350531124883
22,1,23.397846127667236,4.34886899791761,3.438656450636131,3.380415932328678
7,2,18.35596047734359,3.7378905973798755,13.001163381500389,12.78543978930833
20,0,16.85431575712306,2.1221880200044674,7.161192986438218,7.749093077122142
15,1,39.804292861210236,3.5526458632498104,20.0,20.153767127987244
12,3,31.389848781120982,4.33844438590571,14.908340513588213,14.472204947828077
17,4,28.552412729957968,4.878260656956358,9.338141717055848,9.747036504848516
14,3,34.137462510132494,4.761757519795276,16.54009166884239,16.935964267820136
20,4,36.0019289921931,1.6266391338207076,11.643712593071882,11.192891445997848
23,0,35.16786920111819,2.108468568590909,7.829228081157571,7.512815775466409
12,4,15.413486232246916,0.5476830248868564,16.016521916202773,15.682137932967608
8,1,19.670197454762462,1.23772143509023,9.662248130735675,8.834425486771782
14,4,31.372632552945777,4.412106042434751,10.920664114191403,11.887398218857667
12,2,24.393983695099074,1.8042496313967948,12.6305526119908,11.829826200142248
0,1,39.56206627652767,3.102763292974405,15.929364736116396,14.953927863805067
6,0,31.63511981595635,3.329828091535166,8.375211277846846,8.621506819441976
8,1,38.91372271823016,3.90914637571656,17.134940021004393,17.903431962078315
23,2,20.036162041144845,0.9140001512281548,8.432785918901233,8.832222464663294
0,0,36.598925702875576,1.5240656730721773,12.401872170458514,12.092011452578902
11,3,23.033807645380634,2.241681707290903,11.074102600924995,11.900959226609078
7,2,39.73912020594517,1.8242053061913677,20.0,20.175996246992177
23,0,18.942216801828682,4.914526164298449,4.1309409733799605,4.080202733970508
10,6,27.908495470958165,4.174704016068562,7.751680010591672,8.232883315441809
18,4,34.82111334592805,2.3984337731024303,15.55025848329186,14.752720711351502
16,1,25.816062015100897,4.3963431304323395,7.924264138600118,8.495105057132491
7,0,26.702101504691168,1.738264737916484,6.6358568304110355,6.687390091039916
2,1,39.65889488764353,3.9291416194513227,15.729653753952562,16.988209014281082
2,4,25.632703757528834,1.1183779905322684,6.625977303027652,6.23055558368117
0,0,30.10180251497659,3.8616102261318295,4.819193294053087,5.239487744384098
4,3,16.363491516878767,2.2822670159786416,10.743177645396857,11.146856288286413
9,6,36.0552520052565,0.5374966049612118,13.270735001591019,13.584796306055644
6,6,31.20420122448859,1.3663122727779116,6.189517626539464,6.09304473417149
8,2,25.10050257157034,2.011373120117823,10.15418791141117,11.08088956270068
6,0,15.404238498862993,3.7464645583221854,9.636778055125626,9.528691236083446
8,4,29.7917205148376,0.3649135736547543,10.447892190629961,10.444847575481091
7,0,15.316445712104056,3.297734975463198,10.816838793602622,11.425822725856898
11,1,15.030090347725448,3.580068204664218,13.352361655116729,12.777789316587253
1,5,30.402464053733866,3.269606849628757,6.822299700709046,6.537803407711665
0,0,19.725426683363857,3.803348190837778,3.971545694624094,4.190217163826499
15,6,19.797188742952383,0.8908430801141914,7.580083108352765,7.017003895140588
22,6,31.331789145818593,2.935516775315187,4.486753272410917,4.776565696070386
22,6,16.342429698484356,4.705724736019399,7.753146788730014,7.947246831471364
23,3,22.835139036863907,3.0539213490226884,6.850190032582803,6.903736277993098
4,0,18.735797553550476,3.0566817347647652,5.846036983213056,5.529309669176686
2,2,29.504409244913347,3.682198210566345,7.45796454033324,7.8851092708233885
11,0,31.544128868184895,1.6660211606292952,9.134297710235943,9.691404171681771
7,5,33.028396339976084,3.502379506607703,9.986296865105807,9.95222735083595
21,6,21.380780422964136,4.581169166566076,4.479293270554673,4.3800043375365165
2,1,17.2312437909146,0.05447736512671497,9.117700546938963,8.654816476370572
0,6,16.967091423547444,4.350565205544327,6.1272371700994315,6.438787593981928
2,0,25.653788711268092,1.0930916562942956,3.0,3.0836711538760238
4,3,38.64611022656788,2.279616368501876,17.222272247755242,16.211776191497705
14,4,20.443225856175616,4.261739004763189,12.189197530651503,12.90706344860168
13,0,21.418540033538733,4.119560637283145,7.456511145823672,8.026494781633748
2,0,17.522220052646475,4.459637390630279,5.182638192875223,4.725785798936176
0,2,30.139256847348257,4.7020839631626306,6.9297517437359115,7.3073132220112615
4,3,31.99682184867937,2.2357847838587928,10.227689003692898,10.949358694692817
22,5,31.073280204019,3.2818190540050347,7.381880571382672,8.107531094145125
13,4,36.52825607611953,1.9523922026305334,18.25256558909594,17.294676418870708
6,6,27.160645875651795,1.7535835874608292,4.586509858447909,4.468180844249306
8,1,18.361426019176612,2.1579770529883473,10.566016171686782,11.551172695544945
14,0,22.235128267610317,3.71538067391338,5.583238420596694,5.129896825043561
14,5,31.560749335533796,2.507203735707764,9.238672391867953,9.282478192477143
9,4,30.328049343538996,4.0702983722417105,10.248176315650184,10.262000244320914
12,1,28.275078243574065,3.7260923859807793,8.716216901474732,8.901955541964716
18,5,32.07411046721718,0.10239230562199664,9.79631781778782,9.464795953371304
6,3,30.934771259332486,3.151190785530808,12.504689722854696,13.56988443209311
16,3,37.0331222366238,2.1828556165429553,18.1569769442266,17.32197846755647
19,4,29.650409436957418,2.283144945755708,7.79773072792055,8.031187795380523
3,6,34.46503396751391,4.091865269349474,8.11947689652349,8.112862807595219
4,1,21.217678899161697,2.738039930423384,7.103359564208344,6.771879091626476
22,3,31.9545646147267,4.428109117294736,9.002306659701352,8.442099950319593
6,4,37.554852959566894,3.564027961958452,17.712444031753048,19.32981024633946
12,3,24.64330819749583,2.764200043820264,12.346012196384157,12.497353222863314
14,3,34.47760468346617,3.772689880755519,16.511729609558433,16.85580404364308
10,5,33.11973252988588,0.1917452546270365,9.46204657065146,9.997400572267663
3,5,16.488154921795562,0.13541827414103869,8.34760523415186,7.648454326832717
12,3,29.537707740601807,0.4167466346042603,14.343208388134302,14.95642147592353
6,2,18.25473373002006,2.1878266257357133,11.778793858280697,10.989944800091122
18,5,39.182979305764775,1.1772507281347155,16.284854981453663,17.068094900704203
21,1,35.2851875675164,4.921306472078923,10.852213739970056,10.073738156390318
1,4,17.743095031178,2.7114506950568344,9.605008085817449,10.2437290209713
9,4,18.04379994119196,3.3120787304057924,11.592601739704216,12.01229162350796
12,6,29.861846372815474,1.3941006812334833,7.21586225083441,7.051182259409722
20,1,23.622229354329583,1.6089845429380438,6.356233310146491,6.1767770681641405
5,1,15.872646476827732,1.6773095707057795,11.64273534571115,10.825292059440512
11,1,28.541037695826326,3.493678525751503,8.938100256607951,9.660394137179237
11,6,24.696127492146175,2.3685310384465423,7.17397578949499,6.626643437298256
19,1,17.526912309293564,2.588418262650372,9.016175814018608,8.965824779177021
10,0,35.04800980639956,2.9600149107967266,11.049960808634536,10.467668658960308
22,6,37.876919131970155,3.844058281191085,13.918693795551878,15.300339916837105
6,4,33.91484835035325,0.4518487425623907,11.644908287240105,11.844837508628176
0,0,35.56055775040693,3.884369561094108,9.785379501830722,9.099589778302438
0,6,20.412264181652933,2.8161753443758992,3.0,3.100538398573084
19,3,21.589323772965024,3.345477224276286,9.906961099775824,10.881031381760392
12,3,20.213188507479693,1.63775882420381,16.270928976345044,16.61275932801205
8,4,34.126585784139095,2.0469341840822457,14.779176505351286,14.653196128476909
2,3,38.69792697336243,1.1558290982696011,18.474169206576878,17.71033665592247
6,1,32.92093016834757,4.896499987087026,9.572024354007135,8.791183432669476
5,6,37.0366691219889,2.4850148625515835,12.734767024844485,12.04262301074388
7,0,30.967477372079316,4.9803845789829895,7.054912664028809,7.1305706473902735
8,1,24.691497513969978,2.4489298903063315,10.296043324651507,10.818641034346117
4,3,25.64404037325763,1.0987563219203367,7.631825806577172,8.208686350808637
0,5,16.88303580418512,2.5372619836842834,8.939570374750913,9.464702641177503
18,0,15.786429881150653,0.197977858995389,10.736407536384366,9.93217588945969
9,1,32.38689010472693,4.523849007109757,9.872559659968136,10.412509465848002
11,6,25.960722300279514,4.092751255972206,5.570864083583862,5.661785650620028
23,4,28.805376701365738,3.6291026034714235,4.892372935574212,4.8621454656587755
14,1,28.941531190560408,3.0491335772123,6.329262660693023,6.42137130430974
21,5,21.934395333332535,2.8991711683518155,4.129137888052418,3.7228929284457677
23,3,26.897312770737265,4.983641070397314,6.139805355701686,5.608994921838814
8,0,26.769005541692557,1.3899871700996895,6.709715347798873,6.744403608703977
19,4,24.710680530696425,3.8984218268278896,5.98117993268975,5.5907515336063245
16,0,35.51688458502676,2.907023851068287,11.230587922433264,11.332878255834434
16,4,26.2791000921899,4.879402718794426,9.02588311436787,8.762712862384047
19,6,30.091113112649694,4.139015916491262,4.771794079663156,5.160611333311033
11,0,37.38800300952065,4.992625564947963,12.696827058375979,13.838737599876465
6,3,36.655840571473064,2.9416249723122316,15.518924245714187,17.008070906715695
1,6,37.26055509447913,1.0227197877246752,12.839173450294677,13.863580275305168
2,6,21.75012491162535,2.518435178473669,3.0,3.2915345107154
16,4,15.87456220770157,3.555555670252873,14.422852660451827,15.017498584634719
4,2,21.52666999738323,3.8718019309079406,9.448859323861118,10.31917916695618
16,0,21.967683640517716,0.0025499450797178413,6.9917907606280405,7.190067410609584
23,0,37.734008168124205,2.5251354425114703,12.45521897623759,13.225485107702648
16,1,31.231068320949266,1.1761728998532328,9.807543603962843,9.0855318446538
16,4,17.04259899005572,4.374559166273942,12.29284359721611,12.741777231478991
1,5,18.38446490027753,0.7645272202511427,9.463635483117379,10.279596398140278
1,2,18.891903138549385,3.332281247874167,9.628337778479787,9.705457377862105
21,3,30.76054370422308,1.3303109516246243,9.268564259766066,8.688017937758811
22,1,33.385350637675074,1.7827107160713611,7.929619148826588,7.97226235802846
4,2,36.491097764134906,4.702796303784224,13.539600470572694,14.09998014668242
0,4,38.515913770156075,1.2022406270403974,15.827608988094248,16.681630362733934
0,2,20.042613934661045,0.4750138091146533,9.215188281967073,9.258871978803931
18,6,22.744312118101227,0.34642450722112916,5.701436664811265,5.379155002937697
1,0,21.008072018620766,2.523075550497311,6.470755626307639,7.022955402183303
20,6,23.969039186653443,3.20855741142144,4.0758252175608805,4.29886857074977
11,0,37.866627685593734,1.636468217854436,14.913535145769684,14.229565826425281
5,1,29.37781417348404,3.451298708965404,7.929776818564861,8.42429818738463
22,4,33.454797433112475,0.305168592866189,11.266501869536953,10.923690720810717
3,4,27.25298090316955,4.286673224614384,5.647982246095609,5.436105359048207
22,2,15.721447833403113,4.082836048696189,9.879207818508505,10.596589709629626
10,1,16.60488714994536,4.927481356960428,10.135747040783691,10.892350569386277
23,4,28.448075781697142,4.682524904509227,5.758767972619493,5.641843563405229
16,5,32.96972587050064,1.7809858195946404,11.686802919411646,10.538978440365794
5,5,20.383263188218287,1.9963769200778858,7.641336062013876,7.162324577959645
23,6,33.0477393498076,3.7298242373912975,7.53657084427001,8.153508999062804
4,0,35.26664433708781,0.670413859774916,9.772858874123152,10.552243073561002
19,2,25.29743695905278,1.5700735512241741,8.607362094897102,8.527046365539436
1,3,33.660480821102624,0.5927046848782414,9.509598298649335,9.137044013204708
5,0,25.1007487582115,2.274432245364157,6.053424274702097,5.814614619342697
21,1,31.9587657363755,2.7600213994265883,9.521742602760206,10.278139937516821
10,4,34.09992623298858,1.0558023498137619,13.755944997217934,13.273753210404875
15,0,39.798165457702765,0.133158434570525,19.74120193888537,19.78692358809222
15,3,23.634916551589903,3.5967791587526152,10.947317096559626,11.453107341289591
0,3,25.276019514365288,0.10002582213084255,6.64539568631438,6.259272999738117
8,5,19.140501485254283,4.867013044641781,7.769155282359606,7.386662802438117
5,1,20.101826460045174,1.1080362837119773,8.977979376301091,8.723115897000458
15,0,32.33487506495945,3.3195004605814553,8.846427630220099,9.119292840769887
2,2,37.926139753861904,2.173758631199946,14.862184377660824,15.80590529676489
19,0,24.865123791531012,0.298369301685536,6.231101595785869,6.289307267070707
3,5,19.496111170888533,2.360918033172337,7.219384655629679,6.689378926398818
18,6,22.12748748457485,2.583803171483998,5.123677654283614,5.068593531830539
2,3,26.376292620203465,4.273416040464342,6.557114795880471,6.068859860958556
18,1,22.26625823413421,3.6617453482394895,6.729528506500949,6.175415319913929
19,1,20.839477078046656,0.3965123737669318,8.707474312696053,8.86354145698971
6,2,33.39961221892699,1.0458134171613254,11.48609410924032,12.534113159217563
19,1,15.19612303101558,1.5594384210747387,11.057694958245182,11.80433669170557
8,5,28.48076318341208,0.5820384323240974,8.097647532572916,8.542161840950794
0,5,34.84417017574385,2.284495354572453,8.590815248643608,8.98093441941389
7,5,21.655707157936703,4.921545954312678,6.745665794532699,7.281444154919967
6,1,30.082287765300435,2.573063956188808,8.68293739442097,9.122007635765948
17,1,31.722502640465446,3.7094108416158464,12.145082483135809,12.453269647919642
7,5,31.375617410127248,3.4146889884967306,7.6556976216309245,7.448503944109372
0,1,26.146240854967942,4.24955717546069,4.779682324635925,4.398210037400902
10,1,23.66444969689448,1.0786174523280474,8.54071375777965,8.474153180677279
17,3,35.898101825695335,3.769131308465141,17.75635729369599,19.264881427641363
22,0,33.96114892499661,4.406776201528747,9.19210197756839,9.344875200306669
9,4,23.031379335347815,0.8575491149012138,9.008204633832433,8.43979445210775
2,1,17.57547986105515,1.7340110989400186,8.339449648209369,8.588004123706483
6,4,16.79518863613673,4.850508821657807,10.988147676308992,10.91224646184235
15,6,17.356899447473403,3.9039392298989624,8.070240020519568,8.766508191507075
15,4,29.57173402980107,1.4129541626876618,10.776887969209593,10.046085448391207
19,3,16.29155439572474,2.819708848222435,13.387631928893388,13.95529897961532
16,1,23.42317187410096,2.021630614247394,10.30570006720859,10.68000817396153
1,5,33.82999254785574,2.4498258816356495,9.248832869139786,10.143271918144873
0,4,22.35870416288445,1.7758309569535424,7.461212294179956,7.558076925613327
15,1,34.082701929503244,1.396655092651703,12.7651576032321,13.713797829224486
11,2,33.636675955176386,3.3738152069570937,15.996164500554897,14.475613692541247
4,6,21.14567831583041,3.8927090754305875,5.541676234987028,5.123714111444016
4,5,33.220554502318635,4.369785613736724,7.682145810668264,7.445441341229744
22,2,33.694415956802516,0.7766498365909402,11.05165284367677,11.315405837301038
8,2,24.936348141675673,4.114277618226203,8.30164169194257,8.217096685382653
8,4,20.260512093537955,1.2740041223853176,9.559840944133809,8.991405626641667
2,2,28.031770172296728,2.136681949550253,7.122937161881931,7.250015688652241
18,3,38.03493970000491,4.507218429246233,16.41336971272994,16.63232097682216
15,3,30.99041831080155,2.2725180049130103,14.084580095280367,14.153446589151274
15,4,19.32306244068153,0.985317670221581,11.79643114219046,10.83043581617508
2,1,32.068923118338,0.799343276185589,9.059205412821502,9.832907743899506
19,0,25.680075682045864,2.364918833260669,3.8202476430174013,3.8907352643216546
23,1,29.788219933884324,3.8133621198827705,7.369254700484044,7.021413715222179
21,1,33.3516008755777,4.986025719871506,9.06700794946126,9.406872393897412
23,1,27.87368378786112,3.9370431421545096,5.704402693290627,5.496657463827782
0,1,35.34959936433272,4.385059794714268,10.987053184709549,10.999921280233888
23,5,33.05388948291569,3.73916180467444,7.7185653589688314,7.473318397259859
19,0,30.376833500462766,4.47717550378053,4.8163350926828485,5.182756112494933
10,5,18.769820395808786,0.38146771656956624,10.918486629005306,11.997190710451878
16,2,35.89872777278921,4.649657994908227,14.867746174560697,13.860254364141959
7,6,38.3976396329954,1.9820307686282805,14.617531210342971,13.224711298442312
3,1,18.42412809523237,4.608071116402223,6.592643915229732,6.222562561932378
5,6,27.206028235835763,0.37866418729737783,7.085878067533859,7.21335582436637
7,3,21.472218549262614,3.5762147856056794,11.227915641972425,10.495745821975484
19,4,33.863082685639114,3.6784437433510226,12.28792559150858,13.053425078003436
2,4,33.0407409001175,4.984554446488864,8.06189064492729,7.914633080417792
15,5,18.52212801425997,3.844276353449069,9.432578352422762,9.641100099881575
2,5,36.92568178154093,1.9128685290780334,12.179516662098099,12.071406014607247
17,3,19.524326599450056,2.786242758092727,11.78246180540068,12.732900971706073
13,1,34.93147564120269,1.8327546908329513,12.376310288048545,11.225648425955274
17,6,26.424508990700122,0.9800932265242907,7.798128601846802,8.155753736042286
1,6,23.20680733895378,1.2425116375113676,4.042905301898171,4.16594880683516
21,0,18.95598156685534,1.1100526713716046,7.036395550055039,7.246804929793947
2,2,19.190356403665735,2.7440766508160648,7.287723778674946,7.162359469560198
15,4,31.547263867522506,4.530803172659467,12.887459875554324,11.639116663603545
8,2,28.760759698678015,4.563633130441988,11.828414860336258,12.27609841391757
3,0,18.05213554128082,0.27381888762912754,8.226966587521684,8.769076319386434
0,5,17.81744651095813,0.3994970047594676,7.951462242020766,7.291857137757007
3,6,16.807764369319788,1.2255952858617176,9.983064870541014,9.866497622053705
0,4,33.5941836843386,1.2752972623473746,11.074499701525959,10.327181063674624
13,2,32.797052130732226,0.47444587619625556,13.792607066529525,14.098631325940357
20,5,16.460774771364378,1.9423167058672024,9.376554270301586,9.912152194910243
15,0,29.006751889924324,2.938626963456436,7.7109800886475455,7.968074289207957
19,2,17.11690388106725,2.890811002997318,11.582313443467372,11.160856385164406
23,6,37.593644265223546,2.7171484062929636,11.981300375916204,11.11800623531927
7,1,37.67793547950331,1.693359624437486,17.487365989408787,18.516560943210635
6,5,32.45582474532825,3.532278426582903,8.48980706028729,8.190824680694028
2,0,38.15472303598625,4.132419704905357,11.830513273563511,10.69984706087254
16,2,35.286325760342265,1.731371332387042,14.796445462666881,15.007801483266109
0,6,35.713464398176235,0.42767679649730994,7.989806464417028,7.585006611560855
15,1,29.24269626424833,1.4816512554592824,9.557497967472537,10.20971309463208
11,1,22.651479955404398,0.6868432728745139,9.324289293956056,8.659010958281334
18,0,20.44497787791054,2.336793636135904,6.253346689069663,6.1718041101365655
21,3,23.18000055097323,0.7796757565803913,7.858478534547606,7.470474335397405
22,6,30.712385752226552,2.3142237882898864,4.297577890517116,4.460543435871268
21,6,19.316413395809974,1.105014461623239,5.392752563001223,5.445095600165626
13,4,21.46600591593304,3.6936555273120146,11.254007313894618,11.908962898030062
5,0,26.70152156988661,0.13784120417922818,5.295533771280251,5.251700070158357
5,1,20.826252463115388,2.773731519159628,7.332582344749289,6.606375754324034
12,1,29.71609174290154,0.8474413746002835,12.95249510709927,12.214711868639904
18,0,38.07940071140825,0.004959322348135342,15.750823526135601,17.32325063073244
21,3,33.70223414257816,4.346000440324035,11.222486326167667,11.010033413532211
7,4,31.660665353722827,3.357638939070338,11.09825588542693,11.365135884173577
1,2,29.568036899594468,0.494714110252617,7.676052247512844,8.297707483538527
20,0,27.19869773142662,3.320361838419278,4.183844598685142,3.7826341365386593
0,4,19.66409649086649,3.0582366636879925,7.009825459490721,7.233589457648619
14,6,37.36776138567164,2.366783435216017,13.928684684020567,13.33915860375404
0,4,21.213400050320907,2.09629049212807,6.824904534046878,6.5235826174580875
4,5,17.28272193945402,4.435348814578674,6.607613280763871,6.243998176347866
15,1,33.750379480717385,1.2257400994872563,13.470990742477701,14.340487199474762
18,2,19.39038835827916,1.9915502850669164,10.278824454676837,10.017634863726613
3,0,24.2973999885294,1.6455770644741363,6.494448942632926,5.932181034557354
2,1,15.707123207274494,3.856005145183168,10.678655917285132,9.81763836360161
16,5,18.426698563511202,4.582326531162697,6.9526779253391116,6.464063692573374
16,5,19.330090768997803,4.248908493701152,7.908025042455885,8.53897091247725
11,1,16.36025319375445,3.9885196514988426,14.075840159527079,13.871581213325953
13,3,31.41642391557113,4.933949727850415,14.077744617493584,15.249151887725368
20,4,35.92519489507793,3.4857227520519256,12.922506579582869,13.74303269471308
5,0,24.332885159148525,3.7552689560676686,3.0,3.2027295727547087
2,0,36.86441191795502,4.914012698525095,10.144247638272711,9.711761458976556
8,0,20.333664364003162,0.03495392699587041,8.177665517375173,7.803642669073989
4,1,23.13476058903099,3.1702418821818252,4.166910949664301,4.216970867599268
23,6,18.76842482577921,3.694857659766448,5.739892153374582,5.645671780042221
16,3,30.513979885474967,4.5891352687859746,11.073918963754702,11.093986429353476
13,2,25.49673977175767,4.419221520921714,11.249230085006792,10.244008338143395
20,5,30.332083671047467,4.209803406168971,6.379285115236104,6.980966772758581
2,1,34.041872634854585,4.728956359708519,8.681607668783313,7.91444665555074
0,6,28.64257540082371,2.6868959395685375,4.8940476220143,4.579684637225649
19,2,30.6907588725447,0.03460047792413379,11.127489769219741,11.524074672614525
20,5,38.38125785985832,0.05527199348504763,17.741063098454056,16.51870935683351
22,5,22.476607740221077,2.7231952780892903,6.731411594632796,6.202147529267473
0,3,23.97909846584883,2.1763611943197065,6.141626882766532,5.716160007283579
2,4,32.94258404273342,2.2562252668272427,10.747998069262449,9.80630199324385
17,0,30.282637926384666,2.002023686050185,6.577904670696812,6.250744346702931
9,2,19.46332261349287,4.5886290454561784,10.604151400076125,10.118734219532385
21,1,24.403682750262256,1.7958517558489495,4.588688019076269,4.587423457004599
2,2,26.695950328117874,4.281134708815416,6.239409232332058,6.162942173954739
7,4,25.48474594920973,4.514323968958204,9.289661198931453,9.240822505462614
13,0,19.45687020805102,2.497508849994774,8.547763253977184,8.746138895994502
23,2,38.110752294606556,2.2346901868254414,15.9240722395394,15.06723431873849
17,4,34.0579690423494,3.805103021077234,9.360074757131613,8.676235428841371
14,1,27.033895802696307,3.5398575381994117,8.647913325482115,9.30321462840902
21,3,32.001525707670915,1.6426755829810298,9.417764525887774,9.670050125156246
22,6,37.43206680338805,0.5127406296232329,10.428720743793342,9.512376779782944
1,5,18.40435355903928,1.3242620009124018,5.852277656113402,6.3919181099191595
9,1,21.259326267674442,0.6551425290614948,9.988227832942986,10.373910270547373
1,0,28.567531181416125,1.473661378883457,5.496893953330082,5.113985423953113
16,5,34.97525928380897,1.3091078279039952,11.500673761353047,12.579746171138659
7,6,15.906372386038184,3.188557119433568,9.79363525241882,9.5300049748454
0,1,39.60045375490901,4.772480142273898,16.04333084743678,17.597961949474488
8,1,26.37266507205993,3.428718661652418,8.39521310590508,7.729095978795199
10,1,23.980778515543076,4.633247040322848,7.5357591947277225,7.023281174884676
21,1,22.3181109459943,3.920661293042217,5.271873587011584,5.437852781478847
15,5,19.35891769127179,3.639388110355866,9.015860525476285,8.154202951626267
6,0,34.7893477232507,2.070309701066707,9.578390932663856,8.656355177393367
